"","Age","Year","Value"
"1",10,1998,1750885
"2",11,1998,1719937
"3",12,1998,1721730
"4",13,1998,1688208
"5",14,1998,1737052
"6",15,1998,1813308
"7",16,1998,1787480
"8",17,1998,1703303
"9",18,1998,1706817
"10",19,1998,1577218
"11",20,1998,1536576
"12",21,1998,1407904
"13",22,1998,1381907
"14",23,1998,1284556
"15",24,1998,1285565
"16",25,1998,1205007
"17",26,1998,1185492
"18",27,1998,1154345
"19",28,1998,1208004
"20",29,1998,1148751
"21",30,1998,1198906
"22",31,1998,1105056
"23",32,1998,1152765
"24",33,1998,1183197
"25",34,1998,1165020
"26",35,1998,1151268
"27",36,1998,1119251
"28",37,1998,1075108
"29",38,1998,1097686
"30",39,1998,1000078
"31",40,1998,1050835
"32",41,1998,940487
"33",42,1998,1005029
"34",43,1998,925611
"35",44,1998,947688
"36",45,1998,863456
"37",46,1998,819425
"38",47,1998,755458
"39",48,1998,799718
"40",49,1998,705026
"41",50,1998,752208
"42",51,1998,607746
"43",52,1998,647876
"44",53,1998,604337
"45",54,1998,562472
"46",55,1998,560008
"47",56,1998,510347
"48",57,1998,468312
"49",58,1998,485857
"50",59,1998,491312
"51",60,1998,459872
"52",61,1998,391933
"53",62,1998,428526
"54",63,1998,380709
"55",64,1998,361443
"56",65,1998,355042
"57",66,1998,351228
"58",67,1998,309828
"59",68,1998,344554
"60",69,1998,297134
"61",70,1998,278592
"62",71,1998,245421
"63",72,1998,240272
"64",73,1998,194199
"65",74,1998,183432
"66",75,1998,169758
"67",76,1998,175694
"68",77,1998,143984
"69",78,1998,124289
"70",79,1998,107926
"71",80,1998,104202
"72",81,1998,84795
"73",82,1998,64886
"74",83,1998,79561
"75",84,1998,68210
"76",85,1998,40760
"77",86,1998,56214
"78",87,1998,36917
"79",88,1998,26150
"80",89,1998,22158
"81",90,1998,16946
"82",91,1998,10804
"83",92,1998,5379
"84",93,1998,8018
"85",94,1998,4519
"86",95,1998,3090
"87",96,1998,4052
"88",97,1998,2323
"89",98,1998,2837
"90",99,1998,NA
"91",100,1998,2412
