"","Age","Year","Value"
"1",10,1983,63737
"2",11,1983,90172
"3",12,1983,149574
"4",13,1983,219861
"5",14,1983,314298
"6",15,1983,430924
"7",16,1983,503717
"8",17,1983,550722
"9",18,1983,592746
"10",19,1983,626973
"11",20,1983,640171
"12",21,1983,569791
"13",22,1983,569869
"14",23,1983,552098
"15",24,1983,518406
"16",25,1983,502773
"17",26,1983,478449
"18",27,1983,476869
"19",28,1983,457824
"20",29,1983,426762
"21",30,1983,420943
"22",31,1983,419274
"23",32,1983,407713
"24",33,1983,392943
"25",34,1983,363360
"26",35,1983,378367
"27",36,1983,333753
"28",37,1983,318779
"29",38,1983,337071
"30",39,1983,305915
"31",40,1983,307687
"32",41,1983,271172
"33",42,1983,268181
"34",43,1983,274854
"35",44,1983,240094
"36",45,1983,222544
"37",46,1983,214410
"38",47,1983,204161
"39",48,1983,204477
"40",49,1983,164974
"41",50,1983,178092
"42",51,1983,153352
"43",52,1983,140249
"44",53,1983,145117
"45",54,1983,121341
"46",55,1983,110501
"47",56,1983,111131
"48",57,1983,92864
"49",58,1983,82308
"50",59,1983,81555
"51",60,1983,69145
"52",61,1983,52565
"53",62,1983,44492
"54",63,1983,42904
"55",64,1983,33331
"56",65,1983,39683
"57",66,1983,20706
"58",67,1983,23319
"59",68,1983,25569
"60",69,1983,15232
"61",70,1983,15780
"62",71,1983,10176
"63",72,1983,10545
"64",73,1983,4971
"65",74,1983,6869
"66",75,1983,5051
"67",76,1983,4878
"68",77,1983,3854
"69",78,1983,2277
"70",79,1983,1686
"71",80,1983,2012
"72",81,1983,1480
"73",82,1983,567
"74",83,1983,1495
"75",84,1983,502
"76",85,1983,475
"77",86,1983,NA
"78",87,1983,NA
"79",88,1983,NA
"80",89,1983,179
"81",90,1983,324
"82",91,1983,NA
"83",92,1983,NA
"84",93,1983,NA
"85",94,1983,NA
"86",95,1983,114
"87",96,1983,NA
"88",97,1983,NA
"89",98,1983,NA
"90",99,1983,NA
"91",100,1983,446
