"","Age","Year","Value"
"1",10,1990,1763904
"2",11,1990,1643853
"3",12,1990,1672772
"4",13,1990,1603612
"5",14,1990,1533589
"6",15,1990,1556951
"7",16,1990,1515780
"8",17,1990,1454958
"9",18,1990,1447973
"10",19,1990,1265298
"11",20,1990,1278601
"12",21,1990,1259187
"13",22,1990,1279696
"14",23,1990,1172205
"15",24,1990,1201506
"16",25,1990,1166224
"17",26,1990,1125508
"18",27,1990,1138687
"19",28,1990,1081232
"20",29,1990,1010454
"21",30,1990,1087228
"22",31,1990,953881
"23",32,1990,1009413
"24",33,1990,1010943
"25",34,1990,941682
"26",35,1990,1001067
"27",36,1990,927354
"28",37,1990,876550
"29",38,1990,888341
"30",39,1990,843277
"31",40,1990,853767
"32",41,1990,721461
"33",42,1990,768906
"34",43,1990,671622
"35",44,1990,653387
"36",45,1990,689590
"37",46,1990,600764
"38",47,1990,602911
"39",48,1990,599896
"40",49,1990,534550
"41",50,1990,647720
"42",51,1990,538515
"43",52,1990,511058
"44",53,1990,488048
"45",54,1990,449189
"46",55,1990,463559
"47",56,1990,405035
"48",57,1990,408000
"49",58,1990,423471
"50",59,1990,371885
"51",60,1990,401860
"52",61,1990,340936
"53",62,1990,351218
"54",63,1990,336668
"55",64,1990,321356
"56",65,1990,322631
"57",66,1990,266800
"58",67,1990,254371
"59",68,1990,233967
"60",69,1990,202982
"61",70,1990,243115
"62",71,1990,165527
"63",72,1990,172725
"64",73,1990,160159
"65",74,1990,128583
"66",75,1990,160615
"67",76,1990,139646
"68",77,1990,132686
"69",78,1990,109166
"70",79,1990,89198
"71",80,1990,81748
"72",81,1990,56842
"73",82,1990,57337
"74",83,1990,43636
"75",84,1990,52568
"76",85,1990,32887
"77",86,1990,35056
"78",87,1990,22023
"79",88,1990,19994
"80",89,1990,19041
"81",90,1990,12039
"82",91,1990,5408
"83",92,1990,3413
"84",93,1990,2259
"85",94,1990,634
"86",95,1990,2190
"87",96,1990,985
"88",97,1990,1514
"89",98,1990,1551
"90",99,1990,210
"91",100,1990,3119
