"","Age","Year","Value"
"1",10,1996,1706180
"2",11,1996,1736864
"3",12,1996,1704065
"4",13,1996,1786818
"5",14,1996,1816342
"6",15,1996,1787997
"7",16,1996,1790772
"8",17,1996,1695553
"9",18,1996,1576795
"10",19,1996,1523142
"11",20,1996,1450290
"12",21,1996,1325865
"13",22,1996,1315399
"14",23,1996,1264397
"15",24,1996,1260561
"16",25,1996,1162114
"17",26,1996,1221053
"18",27,1996,1167359
"19",28,1996,1088652
"20",29,1996,1069797
"21",30,1996,1258099
"22",31,1996,1112238
"23",32,1996,1147115
"24",33,1996,1156940
"25",34,1996,1065685
"26",35,1996,1068617
"27",36,1996,1074292
"28",37,1996,1016538
"29",38,1996,1022541
"30",39,1996,950665
"31",40,1996,996377
"32",41,1996,901458
"33",42,1996,972202
"34",43,1996,806683
"35",44,1996,858639
"36",45,1996,790129
"37",46,1996,812314
"38",47,1996,701641
"39",48,1996,729462
"40",49,1996,706536
"41",50,1996,654657
"42",51,1996,597183
"43",52,1996,591878
"44",53,1996,521644
"45",54,1996,533550
"46",55,1996,476441
"47",56,1996,523761
"48",57,1996,453047
"49",58,1996,428375
"50",59,1996,456775
"51",60,1996,484443
"52",61,1996,408347
"53",62,1996,365753
"54",63,1996,357358
"55",64,1996,353190
"56",65,1996,354899
"57",66,1996,353036
"58",67,1996,305972
"59",68,1996,255384
"60",69,1996,247907
"61",70,1996,264516
"62",71,1996,252177
"63",72,1996,210756
"64",73,1996,193734
"65",74,1996,185156
"66",75,1996,172752
"67",76,1996,168497
"68",77,1996,126500
"69",78,1996,123595
"70",79,1996,125343
"71",80,1996,103494
"72",81,1996,90472
"73",82,1996,76457
"74",83,1996,53430
"75",84,1996,54364
"76",85,1996,51252
"77",86,1996,36061
"78",87,1996,31263
"79",88,1996,19023
"80",89,1996,22031
"81",90,1996,13491
"82",91,1996,12490
"83",92,1996,9691
"84",93,1996,4720
"85",94,1996,4636
"86",95,1996,3293
"87",96,1996,3030
"88",97,1996,208
"89",98,1996,3075
"90",99,1996,521
"91",100,1996,1040
