"","Age","Year","Value"
"1",10,1989,59195
"2",11,1989,110348
"3",12,1989,165361
"4",13,1989,276006
"5",14,1989,367820
"6",15,1989,455900
"7",16,1989,556211
"8",17,1989,618685
"9",18,1989,655165
"10",19,1989,678317
"11",20,1989,663510
"12",21,1989,690225
"13",22,1989,651902
"14",23,1989,690891
"15",24,1989,667274
"16",25,1989,677697
"17",26,1989,660863
"18",27,1989,624479
"19",28,1989,621612
"20",29,1989,597561
"21",30,1989,590023
"22",31,1989,529489
"23",32,1989,560986
"24",33,1989,560899
"25",34,1989,540372
"26",35,1989,539022
"27",36,1989,539138
"28",37,1989,505620
"29",38,1989,486406
"30",39,1989,457373
"31",40,1989,462291
"32",41,1989,401367
"33",42,1989,404247
"34",43,1989,348991
"35",44,1989,341186
"36",45,1989,362749
"37",46,1989,299262
"38",47,1989,268768
"39",48,1989,262981
"40",49,1989,247054
"41",50,1989,235773
"42",51,1989,198767
"43",52,1989,190054
"44",53,1989,195439
"45",54,1989,177374
"46",55,1989,157652
"47",56,1989,140355
"48",57,1989,126319
"49",58,1989,112796
"50",59,1989,135166
"51",60,1989,106871
"52",61,1989,76034
"53",62,1989,68737
"54",63,1989,63626
"55",64,1989,52332
"56",65,1989,47245
"57",66,1989,31161
"58",67,1989,30331
"59",68,1989,19581
"60",69,1989,27110
"61",70,1989,18648
"62",71,1989,17537
"63",72,1989,12353
"64",73,1989,10417
"65",74,1989,10114
"66",75,1989,9333
"67",76,1989,9589
"68",77,1989,7177
"69",78,1989,5076
"70",79,1989,3258
"71",80,1989,1604
"72",81,1989,253
"73",82,1989,232
"74",83,1989,1510
"75",84,1989,NA
"76",85,1989,454
"77",86,1989,220
"78",87,1989,235
"79",88,1989,NA
"80",89,1989,NA
"81",90,1989,NA
"82",91,1989,NA
"83",92,1989,NA
"84",93,1989,NA
"85",94,1989,NA
"86",95,1989,NA
"87",96,1989,NA
"88",97,1989,NA
"89",98,1989,NA
"90",99,1989,NA
"91",100,1989,NA
