"","Age","Year","Value"
"1",10,1999,70957
"2",11,1999,110335
"3",12,1999,167182
"4",13,1999,232638
"5",14,1999,301772
"6",15,1999,431263
"7",16,1999,596362
"8",17,1999,700630
"9",18,1999,854863
"10",19,1999,927786
"11",20,1999,940375
"12",21,1999,912242
"13",22,1999,919132
"14",23,1999,875328
"15",24,1999,894050
"16",25,1999,874062
"17",26,1999,823812
"18",27,1999,837233
"19",28,1999,800031
"20",29,1999,798816
"21",30,1999,865362
"22",31,1999,806125
"23",32,1999,877180
"24",33,1999,842789
"25",34,1999,881194
"26",35,1999,862120
"27",36,1999,840565
"28",37,1999,798754
"29",38,1999,758644
"30",39,1999,793565
"31",40,1999,785669
"32",41,1999,686164
"33",42,1999,698202
"34",43,1999,685205
"35",44,1999,604567
"36",45,1999,626397
"37",46,1999,551419
"38",47,1999,518021
"39",48,1999,491867
"40",49,1999,481174
"41",50,1999,412894
"42",51,1999,396126
"43",52,1999,349323
"44",53,1999,337231
"45",54,1999,311226
"46",55,1999,272223
"47",56,1999,231935
"48",57,1999,221932
"49",58,1999,191568
"50",59,1999,201042
"51",60,1999,154276
"52",61,1999,124865
"53",62,1999,119195
"54",63,1999,105819
"55",64,1999,100856
"56",65,1999,75719
"57",66,1999,72930
"58",67,1999,66185
"59",68,1999,49396
"60",69,1999,42725
"61",70,1999,39531
"62",71,1999,32046
"63",72,1999,22989
"64",73,1999,18104
"65",74,1999,24219
"66",75,1999,16159
"67",76,1999,10828
"68",77,1999,11856
"69",78,1999,6863
"70",79,1999,8914
"71",80,1999,9420
"72",81,1999,5938
"73",82,1999,1749
"74",83,1999,722
"75",84,1999,1993
"76",85,1999,2849
"77",86,1999,1745
"78",87,1999,871
"79",88,1999,207
"80",89,1999,814
"81",90,1999,1062
"82",91,1999,1144
"83",92,1999,602
"84",93,1999,NA
"85",94,1999,415
"86",95,1999,NA
"87",96,1999,NA
"88",97,1999,NA
"89",98,1999,NA
"90",99,1999,NA
"91",100,1999,NA
