"","Age","Year","Value"
"1",10,1995,1732373
"2",11,1995,1689119
"3",12,1995,1831660
"4",13,1995,1840164
"5",14,1995,1789873
"6",15,1995,1738018
"7",16,1995,1660774
"8",17,1995,1684080
"9",18,1995,1490054
"10",19,1995,1389405
"11",20,1995,1384436
"12",21,1995,1280951
"13",22,1995,1263843
"14",23,1995,1296657
"15",24,1995,1192058
"16",25,1995,1247935
"17",26,1995,1142945
"18",27,1995,1167262
"19",28,1995,1112759
"20",29,1995,1117128
"21",30,1995,1219902
"22",31,1995,1135496
"23",32,1995,1195657
"24",33,1995,1123614
"25",34,1995,1046972
"26",35,1995,1101090
"27",36,1995,1011691
"28",37,1995,994407
"29",38,1995,985200
"30",39,1995,954834
"31",40,1995,981210
"32",41,1995,890818
"33",42,1995,889895
"34",43,1995,848531
"35",44,1995,760199
"36",45,1995,817203
"37",46,1995,713653
"38",47,1995,737056
"39",48,1995,692550
"40",49,1995,605287
"41",50,1995,615179
"42",51,1995,578725
"43",52,1995,566458
"44",53,1995,535523
"45",54,1995,484771
"46",55,1995,533015
"47",56,1995,477965
"48",57,1995,439810
"49",58,1995,418865
"50",59,1995,437400
"51",60,1995,415255
"52",61,1995,350284
"53",62,1995,357064
"54",63,1995,384896
"55",64,1995,347297
"56",65,1995,390606
"57",66,1995,322493
"58",67,1995,300223
"59",68,1995,262726
"60",69,1995,276814
"61",70,1995,257254
"62",71,1995,214822
"63",72,1995,203925
"64",73,1995,184980
"65",74,1995,179535
"66",75,1995,180638
"67",76,1995,137477
"68",77,1995,144270
"69",78,1995,114425
"70",79,1995,110847
"71",80,1995,95679
"72",81,1995,72351
"73",82,1995,66267
"74",83,1995,69857
"75",84,1995,58501
"76",85,1995,54197
"77",86,1995,30439
"78",87,1995,23388
"79",88,1995,18755
"80",89,1995,14324
"81",90,1995,11067
"82",91,1995,7634
"83",92,1995,6651
"84",93,1995,6146
"85",94,1995,7336
"86",95,1995,2914
"87",96,1995,381
"88",97,1995,512
"89",98,1995,1505
"90",99,1995,NA
"91",100,1995,1544
