"","Age","Year","Value"
"1",10,1993,273680
"2",11,1993,336178
"3",12,1993,437934
"4",13,1993,572873
"5",14,1993,742292
"6",15,1993,935631
"7",16,1993,1069162
"8",17,1993,1066084
"9",18,1993,1216062
"10",19,1993,1154405
"11",20,1993,1154937
"12",21,1993,1094385
"13",22,1993,1120023
"14",23,1993,1232383
"15",24,1993,1104129
"16",25,1993,1153192
"17",26,1993,1034699
"18",27,1993,1134704
"19",28,1993,1108198
"20",29,1993,1170297
"21",30,1993,1157371
"22",31,1993,1016583
"23",32,1993,1035844
"24",33,1993,1061308
"25",34,1993,929495
"26",35,1993,1010248
"27",36,1993,960273
"28",37,1993,884583
"29",38,1993,902285
"30",39,1993,917758
"31",40,1993,884006
"32",41,1993,786125
"33",42,1993,783902
"34",43,1993,758488
"35",44,1993,690985
"36",45,1993,666430
"37",46,1993,645009
"38",47,1993,573436
"39",48,1993,556421
"40",49,1993,516544
"41",50,1993,507699
"42",51,1993,448364
"43",52,1993,439227
"44",53,1993,470153
"45",54,1993,388325
"46",55,1993,363821
"47",56,1993,349322
"48",57,1993,328860
"49",58,1993,301200
"50",59,1993,258147
"51",60,1993,284011
"52",61,1993,250091
"53",62,1993,237022
"54",63,1993,244554
"55",64,1993,197601
"56",65,1993,206214
"57",66,1993,155447
"58",67,1993,119716
"59",68,1993,121722
"60",69,1993,91137
"61",70,1993,108556
"62",71,1993,69943
"63",72,1993,58083
"64",73,1993,57373
"65",74,1993,42231
"66",75,1993,46397
"67",76,1993,33624
"68",77,1993,29939
"69",78,1993,37056
"70",79,1993,22574
"71",80,1993,21410
"72",81,1993,19944
"73",82,1993,15280
"74",83,1993,8359
"75",84,1993,4245
"76",85,1993,5574
"77",86,1993,2016
"78",87,1993,3447
"79",88,1993,3705
"80",89,1993,916
"81",90,1993,2656
"82",91,1993,531
"83",92,1993,1168
"84",93,1993,538
"85",94,1993,NA
"86",95,1993,202
"87",96,1993,530
"88",97,1993,NA
"89",98,1993,218
"90",99,1993,NA
"91",100,1993,NA
