"","Age","Year","Value"
"1",10,1999,172070
"2",11,1999,253486
"3",12,1999,320236
"4",13,1999,435924
"5",14,1999,574386
"6",15,1999,741790
"7",16,1999,996188
"8",17,1999,1153238
"9",18,1999,1246661
"10",19,1999,1308639
"11",20,1999,1381678
"12",21,1999,1275377
"13",22,1999,1290154
"14",23,1999,1300630
"15",24,1999,1239248
"16",25,1999,1206042
"17",26,1999,1169550
"18",27,1999,1169285
"19",28,1999,1144407
"20",29,1999,1098299
"21",30,1999,1196739
"22",31,1999,1148319
"23",32,1999,1091393
"24",33,1999,1155993
"25",34,1999,1114469
"26",35,1999,1201363
"27",36,1999,1131403
"28",37,1999,1111629
"29",38,1999,1025817
"30",39,1999,1051296
"31",40,1999,1021044
"32",41,1999,944782
"33",42,1999,949687
"34",43,1999,899239
"35",44,1999,858457
"36",45,1999,873852
"37",46,1999,777047
"38",47,1999,728183
"39",48,1999,682119
"40",49,1999,708156
"41",50,1999,656628
"42",51,1999,584027
"43",52,1999,562791
"44",53,1999,535011
"45",54,1999,498207
"46",55,1999,463496
"47",56,1999,409998
"48",57,1999,410530
"49",58,1999,348776
"50",59,1999,379759
"51",60,1999,346433
"52",61,1999,270173
"53",62,1999,256413
"54",63,1999,245266
"55",64,1999,243750
"56",65,1999,182380
"57",66,1999,178156
"58",67,1999,181056
"59",68,1999,152588
"60",69,1999,135179
"61",70,1999,98393
"62",71,1999,96752
"63",72,1999,102134
"64",73,1999,67562
"65",74,1999,64292
"66",75,1999,60455
"67",76,1999,38330
"68",77,1999,39564
"69",78,1999,34908
"70",79,1999,20432
"71",80,1999,18990
"72",81,1999,18773
"73",82,1999,15373
"74",83,1999,13226
"75",84,1999,10548
"76",85,1999,4459
"77",86,1999,1789
"78",87,1999,3662
"79",88,1999,3100
"80",89,1999,2369
"81",90,1999,2004
"82",91,1999,1370
"83",92,1999,1085
"84",93,1999,568
"85",94,1999,940
"86",95,1999,541
"87",96,1999,NA
"88",97,1999,NA
"89",98,1999,816
"90",99,1999,544
"91",100,1999,NA
