"","Age","Year","Value"
"1",10,1993,110070
"2",11,1993,145812
"3",12,1993,201185
"4",13,1993,298342
"5",14,1993,414845
"6",15,1993,541604
"7",16,1993,627139
"8",17,1993,655082
"9",18,1993,723520
"10",19,1993,724105
"11",20,1993,758234
"12",21,1993,745174
"13",22,1993,727468
"14",23,1993,767670
"15",24,1993,726658
"16",25,1993,700190
"17",26,1993,731384
"18",27,1993,722927
"19",28,1993,753735
"20",29,1993,710398
"21",30,1993,724492
"22",31,1993,669950
"23",32,1993,676625
"24",33,1993,695864
"25",34,1993,653883
"26",35,1993,678448
"27",36,1993,655215
"28",37,1993,637416
"29",38,1993,670925
"30",39,1993,591931
"31",40,1993,543320
"32",41,1993,497965
"33",42,1993,523450
"34",43,1993,516871
"35",44,1993,455054
"36",45,1993,402748
"37",46,1993,387387
"38",47,1993,342626
"39",48,1993,342341
"40",49,1993,319172
"41",50,1993,297256
"42",51,1993,261960
"43",52,1993,233170
"44",53,1993,284965
"45",54,1993,205452
"46",55,1993,228993
"47",56,1993,162129
"48",57,1993,163152
"49",58,1993,154015
"50",59,1993,127147
"51",60,1993,128749
"52",61,1993,100162
"53",62,1993,96839
"54",63,1993,89496
"55",64,1993,67376
"56",65,1993,80769
"57",66,1993,60702
"58",67,1993,50196
"59",68,1993,43668
"60",69,1993,34215
"61",70,1993,33300
"62",71,1993,25643
"63",72,1993,26364
"64",73,1993,26999
"65",74,1993,14827
"66",75,1993,12575
"67",76,1993,7152
"68",77,1993,11258
"69",78,1993,10059
"70",79,1993,5893
"71",80,1993,6831
"72",81,1993,2506
"73",82,1993,2313
"74",83,1993,3630
"75",84,1993,1133
"76",85,1993,864
"77",86,1993,756
"78",87,1993,963
"79",88,1993,202
"80",89,1993,NA
"81",90,1993,NA
"82",91,1993,206
"83",92,1993,NA
"84",93,1993,NA
"85",94,1993,218
"86",95,1993,NA
"87",96,1993,NA
"88",97,1993,NA
"89",98,1993,206
"90",99,1993,NA
"91",100,1993,NA
