"","Age","Year","Value"
"1",10,1987,185487
"2",11,1987,266570
"3",12,1987,378757
"4",13,1987,489834
"5",14,1987,688257
"6",15,1987,868621
"7",16,1987,935565
"8",17,1987,1036434
"9",18,1987,1113112
"10",19,1987,1138644
"11",20,1987,1187066
"12",21,1987,1149460
"13",22,1987,1260772
"14",23,1987,1140487
"15",24,1987,1157582
"16",25,1987,1119892
"17",26,1987,1042188
"18",27,1987,1057320
"19",28,1987,947969
"20",29,1987,1025437
"21",30,1987,1006621
"22",31,1987,958380
"23",32,1987,934768
"24",33,1987,926473
"25",34,1987,835359
"26",35,1987,889090
"27",36,1987,830734
"28",37,1987,817328
"29",38,1987,765230
"30",39,1987,678121
"31",40,1987,770001
"32",41,1987,613645
"33",42,1987,688983
"34",43,1987,609160
"35",44,1987,578559
"36",45,1987,592384
"37",46,1987,503575
"38",47,1987,552215
"39",48,1987,502301
"40",49,1987,509585
"41",50,1987,474518
"42",51,1987,406503
"43",52,1987,402281
"44",53,1987,366451
"45",54,1987,332135
"46",55,1987,357830
"47",56,1987,308364
"48",57,1987,328976
"49",58,1987,297286
"50",59,1987,262838
"51",60,1987,250726
"52",61,1987,203891
"53",62,1987,215130
"54",63,1987,194073
"55",64,1987,163345
"56",65,1987,175120
"57",66,1987,120724
"58",67,1987,115200
"59",68,1987,85564
"60",69,1987,72654
"61",70,1987,69355
"62",71,1987,59967
"63",72,1987,70877
"64",73,1987,41361
"65",74,1987,40902
"66",75,1987,41706
"67",76,1987,33019
"68",77,1987,22634
"69",78,1987,20172
"70",79,1987,16515
"71",80,1987,12992
"72",81,1987,8661
"73",82,1987,8932
"74",83,1987,7211
"75",84,1987,6169
"76",85,1987,2511
"77",86,1987,479
"78",87,1987,974
"79",88,1987,750
"80",89,1987,NA
"81",90,1987,NA
"82",91,1987,NA
"83",92,1987,NA
"84",93,1987,NA
"85",94,1987,664
"86",95,1987,420
"87",96,1987,NA
"88",97,1987,NA
"89",98,1987,196
"90",99,1987,NA
"91",100,1987,NA
