"","Age","Year","Value"
"1",10,1979,204954
"2",11,1979,262580
"3",12,1979,349191
"4",13,1979,446860
"5",14,1979,580396
"6",15,1979,743688
"7",16,1979,877070
"8",17,1979,933148
"9",18,1979,930443
"10",19,1979,979572
"11",20,1979,920479
"12",21,1979,927200
"13",22,1979,941295
"14",23,1979,887304
"15",24,1979,880957
"16",25,1979,866366
"17",26,1979,790308
"18",27,1979,777060
"19",28,1979,762080
"20",29,1979,723896
"21",30,1979,752101
"22",31,1979,654513
"23",32,1979,644026
"24",33,1979,628487
"25",34,1979,593822
"26",35,1979,583363
"27",36,1979,570748
"28",37,1979,574945
"29",38,1979,518696
"30",39,1979,568601
"31",40,1979,563854
"32",41,1979,479936
"33",42,1979,509509
"34",43,1979,488327
"35",44,1979,465634
"36",45,1979,434188
"37",46,1979,375099
"38",47,1979,412851
"39",48,1979,393342
"40",49,1979,386000
"41",50,1979,380889
"42",51,1979,310173
"43",52,1979,322959
"44",53,1979,309439
"45",54,1979,269875
"46",55,1979,280870
"47",56,1979,258288
"48",57,1979,215473
"49",58,1979,211350
"50",59,1979,183975
"51",60,1979,182722
"52",61,1979,159232
"53",62,1979,137100
"54",63,1979,147551
"55",64,1979,133435
"56",65,1979,125268
"57",66,1979,97226
"58",67,1979,85314
"59",68,1979,80370
"60",69,1979,64369
"61",70,1979,48743
"62",71,1979,44288
"63",72,1979,35466
"64",73,1979,34678
"65",74,1979,22814
"66",75,1979,20348
"67",76,1979,15950
"68",77,1979,11027
"69",78,1979,12357
"70",79,1979,5800
"71",80,1979,6842
"72",81,1979,3132
"73",82,1979,3076
"74",83,1979,2447
"75",84,1979,3514
"76",85,1979,2682
"77",86,1979,205
"78",87,1979,1208
"79",88,1979,NA
"80",89,1979,NA
"81",90,1979,564
"82",91,1979,NA
"83",92,1979,282
"84",93,1979,NA
"85",94,1979,NA
"86",95,1979,NA
"87",96,1979,NA
"88",97,1979,NA
"89",98,1979,NA
"90",99,1979,NA
"91",100,1979,281
