"","Age","Year","Value"
"1",10,1989,179400
"2",11,1989,290069
"3",12,1989,396781
"4",13,1989,530999
"5",14,1989,697902
"6",15,1989,862977
"7",16,1989,1014025
"8",17,1989,1068277
"9",18,1989,1166676
"10",19,1989,1193106
"11",20,1989,1156148
"12",21,1989,1172988
"13",22,1989,1163104
"14",23,1989,1205198
"15",24,1989,1130182
"16",25,1989,1121997
"17",26,1989,1118477
"18",27,1989,1026025
"19",28,1989,1002238
"20",29,1989,1059972
"21",30,1989,1029788
"22",31,1989,960838
"23",32,1989,992933
"24",33,1989,940031
"25",34,1989,936180
"26",35,1989,890509
"27",36,1989,861800
"28",37,1989,835287
"29",38,1989,868422
"30",39,1989,849115
"31",40,1989,767064
"32",41,1989,696020
"33",42,1989,702036
"34",43,1989,643191
"35",44,1989,617395
"36",45,1989,629437
"37",46,1989,563769
"38",47,1989,579172
"39",48,1989,475778
"40",49,1989,533024
"41",50,1989,507603
"42",51,1989,452771
"43",52,1989,421538
"44",53,1989,390261
"45",54,1989,382577
"46",55,1989,345465
"47",56,1989,303196
"48",57,1989,327877
"49",58,1989,304638
"50",59,1989,279519
"51",60,1989,253768
"52",61,1989,212976
"53",62,1989,217004
"54",63,1989,204138
"55",64,1989,197531
"56",65,1989,177491
"57",66,1989,146873
"58",67,1989,104221
"59",68,1989,92133
"60",69,1989,100546
"61",70,1989,74902
"62",71,1989,61681
"63",72,1989,57502
"64",73,1989,49533
"65",74,1989,40813
"66",75,1989,43503
"67",76,1989,33633
"68",77,1989,26468
"69",78,1989,19297
"70",79,1989,12404
"71",80,1989,13842
"72",81,1989,5480
"73",82,1989,7793
"74",83,1989,5020
"75",84,1989,3200
"76",85,1989,5693
"77",86,1989,2201
"78",87,1989,866
"79",88,1989,NA
"80",89,1989,1449
"81",90,1989,454
"82",91,1989,656
"83",92,1989,NA
"84",93,1989,NA
"85",94,1989,657
"86",95,1989,NA
"87",96,1989,NA
"88",97,1989,NA
"89",98,1989,NA
"90",99,1989,NA
"91",100,1989,656
