"","Age","Year","Value"
"1",10,1988,1722813
"2",11,1988,1652202
"3",12,1988,1622697
"4",13,1988,1567366
"5",14,1988,1551639
"6",15,1988,1491239
"7",16,1988,1479896
"8",17,1988,1417677
"9",18,1988,1485873
"10",19,1988,1297938
"11",20,1988,1304764
"12",21,1988,1220166
"13",22,1988,1331972
"14",23,1988,1246684
"15",24,1988,1199904
"16",25,1988,1223836
"17",26,1988,1113576
"18",27,1988,1075337
"19",28,1988,1079449
"20",29,1988,1053740
"21",30,1988,1033933
"22",31,1988,939363
"23",32,1988,982448
"24",33,1988,990650
"25",34,1988,971949
"26",35,1988,928835
"27",36,1988,886734
"28",37,1988,820312
"29",38,1988,865554
"30",39,1988,803466
"31",40,1988,842571
"32",41,1988,692919
"33",42,1988,716753
"34",43,1988,627478
"35",44,1988,650767
"36",45,1988,596897
"37",46,1988,646332
"38",47,1988,562987
"39",48,1988,594590
"40",49,1988,527598
"41",50,1988,564101
"42",51,1988,506964
"43",52,1988,504158
"44",53,1988,523141
"45",54,1988,459422
"46",55,1988,455003
"47",56,1988,440299
"48",57,1988,412350
"49",58,1988,443555
"50",59,1988,367883
"51",60,1988,383565
"52",61,1988,335990
"53",62,1988,342573
"54",63,1988,306972
"55",64,1988,284723
"56",65,1988,276061
"57",66,1988,281890
"58",67,1988,223311
"59",68,1988,252966
"60",69,1988,183816
"61",70,1988,206347
"62",71,1988,168817
"63",72,1988,163545
"64",73,1988,174318
"65",74,1988,153936
"66",75,1988,139271
"67",76,1988,108994
"68",77,1988,105177
"69",78,1988,103258
"70",79,1988,83284
"71",80,1988,62354
"72",81,1988,65857
"73",82,1988,59841
"74",83,1988,47306
"75",84,1988,35514
"76",85,1988,31239
"77",86,1988,28354
"78",87,1988,19116
"79",88,1988,12880
"80",89,1988,10632
"81",90,1988,13539
"82",91,1988,3887
"83",92,1988,3948
"84",93,1988,1459
"85",94,1988,1268
"86",95,1988,441
"87",96,1988,1690
"88",97,1988,941
"89",98,1988,672
"90",99,1988,686
"91",100,1988,4527
