"","Age","Year","Value"
"1",10,1986,1643347
"2",11,1986,1542399
"3",12,1986,1541428
"4",13,1986,1474643
"5",14,1986,1538926
"6",15,1986,1436036
"7",16,1986,1408390
"8",17,1986,1428575
"9",18,1986,1447868
"10",19,1986,1248407
"11",20,1986,1371481
"12",21,1986,1248490
"13",22,1986,1338721
"14",23,1986,1266694
"15",24,1986,1152784
"16",25,1986,1077070
"17",26,1986,1091246
"18",27,1986,1027207
"19",28,1986,1018282
"20",29,1986,980205
"21",30,1986,1100986
"22",31,1986,896107
"23",32,1986,936122
"24",33,1986,887681
"25",34,1986,880301
"26",35,1986,829471
"27",36,1986,914305
"28",37,1986,754521
"29",38,1986,761415
"30",39,1986,696179
"31",40,1986,717216
"32",41,1986,648244
"33",42,1986,687488
"34",43,1986,596784
"35",44,1986,592751
"36",45,1986,603060
"37",46,1986,635662
"38",47,1986,529646
"39",48,1986,543341
"40",49,1986,508191
"41",50,1986,575733
"42",51,1986,457387
"43",52,1986,465401
"44",53,1986,414854
"45",54,1986,464338
"46",55,1986,408355
"47",56,1986,471369
"48",57,1986,353145
"49",58,1986,379002
"50",59,1986,355958
"51",60,1986,368928
"52",61,1986,324948
"53",62,1986,297524
"54",63,1986,286030
"55",64,1986,278719
"56",65,1986,267449
"57",66,1986,267763
"58",67,1986,224129
"59",68,1986,217104
"60",69,1986,189545
"61",70,1986,186120
"62",71,1986,179324
"63",72,1986,166627
"64",73,1986,140608
"65",74,1986,140784
"66",75,1986,117787
"67",76,1986,109833
"68",77,1986,79274
"69",78,1986,85247
"70",79,1986,67947
"71",80,1986,66680
"72",81,1986,56883
"73",82,1986,44040
"74",83,1986,38183
"75",84,1986,31315
"76",85,1986,27502
"77",86,1986,26785
"78",87,1986,15307
"79",88,1986,9140
"80",89,1986,6919
"81",90,1986,8776
"82",91,1986,2863
"83",92,1986,3253
"84",93,1986,4751
"85",94,1986,1288
"86",95,1986,1204
"87",96,1986,1264
"88",97,1986,1194
"89",98,1986,3473
"90",99,1986,NA
"91",100,1986,1569
