"","Age","Year","Value"
"1",10,1979,77944
"2",11,1979,119110
"3",12,1979,180507
"4",13,1979,250831
"5",14,1979,360782
"6",15,1979,434563
"7",16,1979,506545
"8",17,1979,509519
"9",18,1979,544048
"10",19,1979,574122
"11",20,1979,541411
"12",21,1979,498279
"13",22,1979,476540
"14",23,1979,461467
"15",24,1979,403767
"16",25,1979,417795
"17",26,1979,384872
"18",27,1979,370132
"19",28,1979,336821
"20",29,1979,333093
"21",30,1979,331206
"22",31,1979,279242
"23",32,1979,307198
"24",33,1979,269514
"25",34,1979,279810
"26",35,1979,279223
"27",36,1979,259304
"28",37,1979,239209
"29",38,1979,216105
"30",39,1979,273746
"31",40,1979,263633
"32",41,1979,210430
"33",42,1979,212492
"34",43,1979,206620
"35",44,1979,186657
"36",45,1979,187582
"37",46,1979,154659
"38",47,1979,154695
"39",48,1979,144793
"40",49,1979,154576
"41",50,1979,160001
"42",51,1979,100639
"43",52,1979,126082
"44",53,1979,106140
"45",54,1979,96803
"46",55,1979,97335
"47",56,1979,77498
"48",57,1979,71174
"49",58,1979,59151
"50",59,1979,66871
"51",60,1979,55162
"52",61,1979,41086
"53",62,1979,43667
"54",63,1979,37202
"55",64,1979,34240
"56",65,1979,36524
"57",66,1979,23922
"58",67,1979,13731
"59",68,1979,17163
"60",69,1979,15706
"61",70,1979,11607
"62",71,1979,6054
"63",72,1979,6560
"64",73,1979,5577
"65",74,1979,5559
"66",75,1979,5458
"67",76,1979,3659
"68",77,1979,2303
"69",78,1979,1789
"70",79,1979,1802
"71",80,1979,1687
"72",81,1979,675
"73",82,1979,1159
"74",83,1979,NA
"75",84,1979,NA
"76",85,1979,176
"77",86,1979,NA
"78",87,1979,NA
"79",88,1979,NA
"80",89,1979,NA
"81",90,1979,185
"82",91,1979,NA
"83",92,1979,NA
"84",93,1979,NA
"85",94,1979,NA
"86",95,1979,NA
"87",96,1979,NA
"88",97,1979,NA
"89",98,1979,NA
"90",99,1979,NA
"91",100,1979,NA
