"","Age","Year","Value"
"1",10,1982,60999
"2",11,1982,92101
"3",12,1982,160633
"4",13,1982,231770
"5",14,1982,338081
"6",15,1982,453094
"7",16,1982,507187
"8",17,1982,537422
"9",18,1982,613146
"10",19,1982,570572
"11",20,1982,607093
"12",21,1982,517335
"13",22,1982,542269
"14",23,1982,514294
"15",24,1982,475407
"16",25,1982,482099
"17",26,1982,436235
"18",27,1982,439389
"19",28,1982,427440
"20",29,1982,413226
"21",30,1982,431348
"22",31,1982,339997
"23",32,1982,376650
"24",33,1982,341055
"25",34,1982,339737
"26",35,1982,331526
"27",36,1982,314925
"28",37,1982,320445
"29",38,1982,310517
"30",39,1982,267818
"31",40,1982,316955
"32",41,1982,226275
"33",42,1982,280677
"34",43,1982,234415
"35",44,1982,213165
"36",45,1982,224551
"37",46,1982,204357
"38",47,1982,190951
"39",48,1982,188492
"40",49,1982,155111
"41",50,1982,172495
"42",51,1982,124956
"43",52,1982,154912
"44",53,1982,117452
"45",54,1982,116500
"46",55,1982,108055
"47",56,1982,100884
"48",57,1982,89143
"49",58,1982,76861
"50",59,1982,69379
"51",60,1982,67949
"52",61,1982,42247
"53",62,1982,49742
"54",63,1982,43072
"55",64,1982,29051
"56",65,1982,41057
"57",66,1982,27869
"58",67,1982,26138
"59",68,1982,20276
"60",69,1982,11880
"61",70,1982,16887
"62",71,1982,9151
"63",72,1982,7876
"64",73,1982,4673
"65",74,1982,5563
"66",75,1982,7671
"67",76,1982,4100
"68",77,1982,3356
"69",78,1982,1947
"70",79,1982,2939
"71",80,1982,1826
"72",81,1982,1764
"73",82,1982,NA
"74",83,1982,447
"75",84,1982,NA
"76",85,1982,330
"77",86,1982,NA
"78",87,1982,336
"79",88,1982,812
"80",89,1982,NA
"81",90,1982,NA
"82",91,1982,NA
"83",92,1982,NA
"84",93,1982,NA
"85",94,1982,NA
"86",95,1982,335
"87",96,1982,NA
"88",97,1982,NA
"89",98,1982,NA
"90",99,1982,NA
"91",100,1982,NA
