"","Age","Year","Value"
"1",10,1989,1693508
"2",11,1989,1682956
"3",12,1989,1649615
"4",13,1989,1676463
"5",14,1989,1638912
"6",15,1989,1527966
"7",16,1989,1499724
"8",17,1989,1493447
"9",18,1989,1432579
"10",19,1989,1335075
"11",20,1989,1321064
"12",21,1989,1325792
"13",22,1989,1286834
"14",23,1989,1353752
"15",24,1989,1301283
"16",25,1989,1282163
"17",26,1989,1311039
"18",27,1989,1228561
"19",28,1989,1205215
"20",29,1989,1200971
"21",30,1989,1167201
"22",31,1989,1080159
"23",32,1989,1095653
"24",33,1989,1063795
"25",34,1989,1039836
"26",35,1989,1035930
"27",36,1989,996442
"28",37,1989,968025
"29",38,1989,900670
"30",39,1989,904936
"31",40,1989,887397
"32",41,1989,796557
"33",42,1989,818159
"34",43,1989,719871
"35",44,1989,709890
"36",45,1989,711455
"37",46,1989,641450
"38",47,1989,635288
"39",48,1989,621021
"40",49,1989,643841
"41",50,1989,600049
"42",51,1989,513249
"43",52,1989,537451
"44",53,1989,552617
"45",54,1989,521423
"46",55,1989,471739
"47",56,1989,461361
"48",57,1989,449098
"49",58,1989,458090
"50",59,1989,509996
"51",60,1989,464718
"52",61,1989,399028
"53",62,1989,360341
"54",63,1989,373172
"55",64,1989,357538
"56",65,1989,369728
"57",66,1989,294669
"58",67,1989,269355
"59",68,1989,233161
"60",69,1989,265023
"61",70,1989,251884
"62",71,1989,212819
"63",72,1989,201514
"64",73,1989,179999
"65",74,1989,184349
"66",75,1989,176692
"67",76,1989,165738
"68",77,1989,147400
"69",78,1989,131523
"70",79,1989,125373
"71",80,1989,106538
"72",81,1989,65110
"73",82,1989,66194
"74",83,1989,76875
"75",84,1989,70464
"76",85,1989,36078
"77",86,1989,35508
"78",87,1989,42457
"79",88,1989,28836
"80",89,1989,26532
"81",90,1989,17443
"82",91,1989,8777
"83",92,1989,8161
"84",93,1989,9353
"85",94,1989,3606
"86",95,1989,3805
"87",96,1989,3715
"88",97,1989,4548
"89",98,1989,7671
"90",99,1989,2045
"91",100,1989,4075
