"","Age","Year","Value"
"1",10,1985,59883
"2",11,1985,97292
"3",12,1985,160493
"4",13,1985,235645
"5",14,1985,344721
"6",15,1985,464649
"7",16,1985,539720
"8",17,1985,593190
"9",18,1985,650648
"10",19,1985,670437
"11",20,1985,680309
"12",21,1985,644271
"13",22,1985,653036
"14",23,1985,621776
"15",24,1985,577530
"16",25,1985,601462
"17",26,1985,530443
"18",27,1985,524095
"19",28,1985,516718
"20",29,1985,496372
"21",30,1985,502293
"22",31,1985,449055
"23",32,1985,450624
"24",33,1985,451156
"25",34,1985,416435
"26",35,1985,462767
"27",36,1985,412087
"28",37,1985,400176
"29",38,1985,384029
"30",39,1985,342440
"31",40,1985,335381
"32",41,1985,301346
"33",42,1985,295929
"34",43,1985,303002
"35",44,1985,245177
"36",45,1985,288853
"37",46,1985,230763
"38",47,1985,211399
"39",48,1985,208004
"40",49,1985,202469
"41",50,1985,201771
"42",51,1985,152171
"43",52,1985,154271
"44",53,1985,153051
"45",54,1985,134601
"46",55,1985,135166
"47",56,1985,103644
"48",57,1985,96836
"49",58,1985,97590
"50",59,1985,77983
"51",60,1985,87776
"52",61,1985,52660
"53",62,1985,52363
"54",63,1985,47462
"55",64,1985,35711
"56",65,1985,47749
"57",66,1985,28390
"58",67,1985,24050
"59",68,1985,14596
"60",69,1985,12602
"61",70,1985,17700
"62",71,1985,11264
"63",72,1985,8278
"64",73,1985,7815
"65",74,1985,6672
"66",75,1985,6170
"67",76,1985,3626
"68",77,1985,5057
"69",78,1985,3239
"70",79,1985,2206
"71",80,1985,2227
"72",81,1985,1446
"73",82,1985,1160
"74",83,1985,1426
"75",84,1985,670
"76",85,1985,1409
"77",86,1985,111
"78",87,1985,NA
"79",88,1985,338
"80",89,1985,NA
"81",90,1985,321
"82",91,1985,NA
"83",92,1985,NA
"84",93,1985,NA
"85",94,1985,NA
"86",95,1985,NA
"87",96,1985,NA
"88",97,1985,NA
"89",98,1985,NA
"90",99,1985,NA
"91",100,1985,NA
