"","Age","Year","Value"
"1",10,1996,1687067
"2",11,1996,1634293
"3",12,1996,1688202
"4",13,1996,1748725
"5",14,1996,1876126
"6",15,1996,1723628
"7",16,1996,1701760
"8",17,1996,1606217
"9",18,1996,1601492
"10",19,1996,1471161
"11",20,1996,1436818
"12",21,1996,1371883
"13",22,1996,1321110
"14",23,1996,1280651
"15",24,1996,1291910
"16",25,1996,1241629
"17",26,1996,1267936
"18",27,1996,1174475
"19",28,1996,1268008
"20",29,1996,1185524
"21",30,1996,1312202
"22",31,1996,1256140
"23",32,1996,1324491
"24",33,1996,1274887
"25",34,1996,1178512
"26",35,1996,1130742
"27",36,1996,1149307
"28",37,1996,1119347
"29",38,1996,1110453
"30",39,1996,1122293
"31",40,1996,1095886
"32",41,1996,1017748
"33",42,1996,994741
"34",43,1996,890338
"35",44,1996,908399
"36",45,1996,884627
"37",46,1996,875611
"38",47,1996,789745
"39",48,1996,772497
"40",49,1996,718793
"41",50,1996,714257
"42",51,1996,574995
"43",52,1996,625582
"44",53,1996,604343
"45",54,1996,622073
"46",55,1996,562964
"47",56,1996,608357
"48",57,1996,523998
"49",58,1996,458462
"50",59,1996,487695
"51",60,1996,553596
"52",61,1996,448005
"53",62,1996,432112
"54",63,1996,427454
"55",64,1996,446287
"56",65,1996,428668
"57",66,1996,432626
"58",67,1996,330395
"59",68,1996,353606
"60",69,1996,329488
"61",70,1996,324707
"62",71,1996,279259
"63",72,1996,293237
"64",73,1996,241780
"65",74,1996,212200
"66",75,1996,205689
"67",76,1996,206922
"68",77,1996,167168
"69",78,1996,159140
"70",79,1996,133418
"71",80,1996,136922
"72",81,1996,123793
"73",82,1996,104574
"74",83,1996,94151
"75",84,1996,91845
"76",85,1996,78964
"77",86,1996,62228
"78",87,1996,37921
"79",88,1996,40597
"80",89,1996,31232
"81",90,1996,32334
"82",91,1996,20670
"83",92,1996,14731
"84",93,1996,12394
"85",94,1996,12007
"86",95,1996,7869
"87",96,1996,9527
"88",97,1996,2333
"89",98,1996,5792
"90",99,1996,2470
"91",100,1996,5703
