"","Age","Year","Value"
"1",10,1997,63863
"2",11,1997,102311
"3",12,1997,161150
"4",13,1997,214696
"5",14,1997,335860
"6",15,1997,485798
"7",16,1997,583005
"8",17,1997,681687
"9",18,1997,783607
"10",19,1997,783660
"11",20,1997,804702
"12",21,1997,802250
"13",22,1997,818633
"14",23,1997,811144
"15",24,1997,790030
"16",25,1997,816890
"17",26,1997,700499
"18",27,1997,802784
"19",28,1997,742497
"20",29,1997,746741
"21",30,1997,803494
"22",31,1997,766974
"23",32,1997,808452
"24",33,1997,807840
"25",34,1997,780720
"26",35,1997,753503
"27",36,1997,683372
"28",37,1997,760980
"29",38,1997,680675
"30",39,1997,734565
"31",40,1997,700335
"32",41,1997,626906
"33",42,1997,643638
"34",43,1997,575911
"35",44,1997,544201
"36",45,1997,544319
"37",46,1997,459731
"38",47,1997,493589
"39",48,1997,420724
"40",49,1997,403313
"41",50,1997,366063
"42",51,1997,290324
"43",52,1997,294299
"44",53,1997,275642
"45",54,1997,236949
"46",55,1997,226378
"47",56,1997,203237
"48",57,1997,216092
"49",58,1997,171844
"50",59,1997,156068
"51",60,1997,131540
"52",61,1997,110746
"53",62,1997,97110
"54",63,1997,76520
"55",64,1997,84976
"56",65,1997,77032
"57",66,1997,57372
"58",67,1997,52754
"59",68,1997,48716
"60",69,1997,37594
"61",70,1997,35556
"62",71,1997,26951
"63",72,1997,22948
"64",73,1997,25430
"65",74,1997,19350
"66",75,1997,18809
"67",76,1997,6074
"68",77,1997,9679
"69",78,1997,8904
"70",79,1997,5610
"71",80,1997,4078
"72",81,1997,3249
"73",82,1997,3916
"74",83,1997,2854
"75",84,1997,1281
"76",85,1997,1317
"77",86,1997,1218
"78",87,1997,2018
"79",88,1997,248
"80",89,1997,1431
"81",90,1997,506
"82",91,1997,NA
"83",92,1997,560
"84",93,1997,NA
"85",94,1997,819
"86",95,1997,142
"87",96,1997,NA
"88",97,1997,NA
"89",98,1997,NA
"90",99,1997,NA
"91",100,1997,NA
