"","Age","Year","Value"
"1",10,1997,1638122
"2",11,1997,1663051
"3",12,1997,1686651
"4",13,1997,1644613
"5",14,1997,1791907
"6",15,1997,1811243
"7",16,1997,1748985
"8",17,1997,1620384
"9",18,1997,1600604
"10",19,1997,1486268
"11",20,1997,1429130
"12",21,1997,1356677
"13",22,1997,1380193
"14",23,1997,1346129
"15",24,1997,1274122
"16",25,1997,1343493
"17",26,1997,1198454
"18",27,1997,1299755
"19",28,1997,1255652
"20",29,1997,1250726
"21",30,1997,1293418
"22",31,1997,1260735
"23",32,1997,1295568
"24",33,1997,1286396
"25",34,1997,1236589
"26",35,1997,1168104
"27",36,1997,1098456
"28",37,1997,1197220
"29",38,1997,1081780
"30",39,1997,1129929
"31",40,1997,1113770
"32",41,1997,1007532
"33",42,1997,1043267
"34",43,1997,944980
"35",44,1997,929505
"36",45,1997,911565
"37",46,1997,815790
"38",47,1997,878677
"39",48,1997,765315
"40",49,1997,769586
"41",50,1997,721332
"42",51,1997,622816
"43",52,1997,658921
"44",53,1997,616901
"45",54,1997,575954
"46",55,1997,574191
"47",56,1997,543975
"48",57,1997,610575
"49",58,1997,502537
"50",59,1997,504079
"51",60,1997,504009
"52",61,1997,493664
"53",62,1997,470128
"54",63,1997,388082
"55",64,1997,416583
"56",65,1997,452531
"57",66,1997,390807
"58",67,1997,424310
"59",68,1997,354238
"60",69,1997,321663
"61",70,1997,324915
"62",71,1997,278853
"63",72,1997,275922
"64",73,1997,249093
"65",74,1997,224988
"66",75,1997,204675
"67",76,1997,179898
"68",77,1997,187787
"69",78,1997,159362
"70",79,1997,147677
"71",80,1997,148062
"72",81,1997,112227
"73",82,1997,112758
"74",83,1997,97420
"75",84,1997,88634
"76",85,1997,76117
"77",86,1997,70847
"78",87,1997,57955
"79",88,1997,50513
"80",89,1997,28232
"81",90,1997,27549
"82",91,1997,24592
"83",92,1997,20954
"84",93,1997,13004
"85",94,1997,9977
"86",95,1997,10545
"87",96,1997,9233
"88",97,1997,3999
"89",98,1997,2672
"90",99,1997,972
"91",100,1997,4941
