"","Age","Year","Value"
"1",10,1990,193243
"2",11,1990,261827
"3",12,1990,394309
"4",13,1990,505223
"5",14,1990,659657
"6",15,1990,898073
"7",16,1990,1010463
"8",17,1990,1067090
"9",18,1990,1153824
"10",19,1990,1056912
"11",20,1990,1127997
"12",21,1990,1143885
"13",22,1990,1172074
"14",23,1990,1090412
"15",24,1990,1121935
"16",25,1990,1106574
"17",26,1990,1071503
"18",27,1990,1080549
"19",28,1990,1031293
"20",29,1990,958801
"21",30,1990,1044908
"22",31,1990,918866
"23",32,1990,957082
"24",33,1990,960390
"25",34,1990,894229
"26",35,1990,961217
"27",36,1990,881261
"28",37,1990,831785
"29",38,1990,841050
"30",39,1990,803874
"31",40,1990,809946
"32",41,1990,685868
"33",42,1990,725307
"34",43,1990,623440
"35",44,1990,611562
"36",45,1990,638548
"37",46,1990,550418
"38",47,1990,543401
"39",48,1990,541364
"40",49,1990,471778
"41",50,1990,562414
"42",51,1990,446391
"43",52,1990,434315
"44",53,1990,395001
"45",54,1990,358735
"46",55,1990,356620
"47",56,1990,318429
"48",57,1990,306096
"49",58,1990,322966
"50",59,1990,269549
"51",60,1990,278028
"52",61,1990,235032
"53",62,1990,225987
"54",63,1990,209587
"55",64,1990,192686
"56",65,1990,178016
"57",66,1990,133570
"58",67,1990,120731
"59",68,1990,105330
"60",69,1990,73731
"61",70,1990,87910
"62",71,1990,46848
"63",72,1990,51231
"64",73,1990,42525
"65",74,1990,35719
"66",75,1990,54080
"67",76,1990,36717
"68",77,1990,31757
"69",78,1990,24380
"70",79,1990,18448
"71",80,1990,14498
"72",81,1990,9698
"73",82,1990,11436
"74",83,1990,4199
"75",84,1990,3208
"76",85,1990,1441
"77",86,1990,4401
"78",87,1990,2931
"79",88,1990,NA
"80",89,1990,1779
"81",90,1990,656
"82",91,1990,NA
"83",92,1990,NA
"84",93,1990,NA
"85",94,1990,NA
"86",95,1990,NA
"87",96,1990,328
"88",97,1990,NA
"89",98,1990,NA
"90",99,1990,NA
"91",100,1990,NA
