"","Age","Year","Value"
"1",10,1986,57332
"2",11,1986,97248
"3",12,1986,168240
"4",13,1986,230281
"5",14,1986,357784
"6",15,1986,439709
"7",16,1986,539146
"8",17,1986,590418
"9",18,1986,644334
"10",19,1986,646013
"11",20,1986,667720
"12",21,1986,643662
"13",22,1986,698326
"14",23,1986,633311
"15",24,1986,630975
"16",25,1986,541036
"17",26,1986,551479
"18",27,1986,524173
"19",28,1986,516107
"20",29,1986,476042
"21",30,1986,556372
"22",31,1986,476027
"23",32,1986,542027
"24",33,1986,451353
"25",34,1986,452276
"26",35,1986,424726
"27",36,1986,456806
"28",37,1986,391552
"29",38,1986,427482
"30",39,1986,388733
"31",40,1986,390494
"32",41,1986,325870
"33",42,1986,344312
"34",43,1986,297114
"35",44,1986,288843
"36",45,1986,248403
"37",46,1986,283801
"38",47,1986,235892
"39",48,1986,217786
"40",49,1986,197060
"41",50,1986,209086
"42",51,1986,167180
"43",52,1986,145414
"44",53,1986,160472
"45",54,1986,135340
"46",55,1986,129238
"47",56,1986,143029
"48",57,1986,106492
"49",58,1986,97737
"50",59,1986,81729
"51",60,1986,70995
"52",61,1986,67534
"53",62,1986,59940
"54",63,1986,34967
"55",64,1986,38602
"56",65,1986,22557
"57",66,1986,35963
"58",67,1986,17976
"59",68,1986,20901
"60",69,1986,12445
"61",70,1986,19476
"62",71,1986,8893
"63",72,1986,9151
"64",73,1986,8253
"65",74,1986,7361
"66",75,1986,6834
"67",76,1986,5684
"68",77,1986,2316
"69",78,1986,3042
"70",79,1986,1595
"71",80,1986,1397
"72",81,1986,2802
"73",82,1986,682
"74",83,1986,2080
"75",84,1986,893
"76",85,1986,652
"77",86,1986,120
"78",87,1986,NA
"79",88,1986,NA
"80",89,1986,NA
"81",90,1986,NA
"82",91,1986,NA
"83",92,1986,NA
"84",93,1986,NA
"85",94,1986,NA
"86",95,1986,632
"87",96,1986,NA
"88",97,1986,NA
"89",98,1986,NA
"90",99,1986,NA
"91",100,1986,NA
