"","Age","Year","Value"
"1",10,1996,68172
"2",11,1996,100044
"3",12,1996,165127
"4",13,1996,229372
"5",14,1996,333468
"6",15,1996,451043
"7",16,1996,594640
"8",17,1996,670565
"9",18,1996,762671
"10",19,1996,803821
"11",20,1996,822148
"12",21,1996,792917
"13",22,1996,768466
"14",23,1996,748780
"15",24,1996,761531
"16",25,1996,744698
"17",26,1996,737809
"18",27,1996,693315
"19",28,1996,758570
"20",29,1996,700330
"21",30,1996,788662
"22",31,1996,751561
"23",32,1996,821285
"24",33,1996,791570
"25",34,1996,717846
"26",35,1996,697703
"27",36,1996,714243
"28",37,1996,685787
"29",38,1996,697005
"30",39,1996,671317
"31",40,1996,681583
"32",41,1996,620362
"33",42,1996,605558
"34",43,1996,531610
"35",44,1996,530804
"36",45,1996,500891
"37",46,1996,478995
"38",47,1996,434406
"39",48,1996,404972
"40",49,1996,343358
"41",50,1996,344857
"42",51,1996,264572
"43",52,1996,278253
"44",53,1996,261253
"45",54,1996,247137
"46",55,1996,227474
"47",56,1996,225180
"48",57,1996,187141
"49",58,1996,157157
"50",59,1996,139622
"51",60,1996,142706
"52",61,1996,108387
"53",62,1996,97057
"54",63,1996,76487
"55",64,1996,82524
"56",65,1996,69189
"57",66,1996,59321
"58",67,1996,36379
"59",68,1996,42401
"60",69,1996,29098
"61",70,1996,30047
"62",71,1996,25138
"63",72,1996,28211
"64",73,1996,20288
"65",74,1996,15414
"66",75,1996,16704
"67",76,1996,16299
"68",77,1996,9735
"69",78,1996,8510
"70",79,1996,4405
"71",80,1996,5618
"72",81,1996,2383
"73",82,1996,2979
"74",83,1996,2279
"75",84,1996,1608
"76",85,1996,1044
"77",86,1996,814
"78",87,1996,2000
"79",88,1996,NA
"80",89,1996,757
"81",90,1996,NA
"82",91,1996,208
"83",92,1996,896
"84",93,1996,NA
"85",94,1996,NA
"86",95,1996,NA
"87",96,1996,415
"88",97,1996,NA
"89",98,1996,NA
"90",99,1996,NA
"91",100,1996,605
