"","Age","Year","Value"
"1",10,1985,207532
"2",11,1985,276411
"3",12,1985,369699
"4",13,1985,503487
"5",14,1985,620974
"6",15,1985,852566
"7",16,1985,930849
"8",17,1985,1031036
"9",18,1985,1109485
"10",19,1985,1166490
"11",20,1985,1160481
"12",21,1985,1132890
"13",22,1985,1182026
"14",23,1985,1083605
"15",24,1985,1061776
"16",25,1985,1117970
"17",26,1985,979285
"18",27,1985,1051684
"19",28,1985,961638
"20",29,1985,941103
"21",30,1985,993047
"22",31,1985,904706
"23",32,1985,858894
"24",33,1985,865029
"25",34,1985,789849
"26",35,1985,867724
"27",36,1985,750442
"28",37,1985,729653
"29",38,1985,713570
"30",39,1985,647156
"31",40,1985,694900
"32",41,1985,572235
"33",42,1985,614033
"34",43,1985,577368
"35",44,1985,507561
"36",45,1985,618717
"37",46,1985,479707
"38",47,1985,483451
"39",48,1985,483779
"40",49,1985,435851
"41",50,1985,470379
"42",51,1985,355293
"43",52,1985,373569
"44",53,1985,354000
"45",54,1985,329434
"46",55,1985,363951
"47",56,1985,295238
"48",57,1985,265615
"49",58,1985,266866
"50",59,1985,249618
"51",60,1985,247595
"52",61,1985,188652
"53",62,1985,183340
"54",63,1985,185134
"55",64,1985,153118
"56",65,1985,154789
"57",66,1985,100766
"58",67,1985,99306
"59",68,1985,84182
"60",69,1985,67089
"61",70,1985,71314
"62",71,1985,52868
"63",72,1985,44369
"64",73,1985,53080
"65",74,1985,38967
"66",75,1985,32600
"67",76,1985,20932
"68",77,1985,16253
"69",78,1985,17148
"70",79,1985,11932
"71",80,1985,10243
"72",81,1985,7722
"73",82,1985,3042
"74",83,1985,5745
"75",84,1985,2599
"76",85,1985,3016
"77",86,1985,1227
"78",87,1985,759
"79",88,1985,303
"80",89,1985,NA
"81",90,1985,987
"82",91,1985,668
"83",92,1985,NA
"84",93,1985,NA
"85",94,1985,319
"86",95,1985,319
"87",96,1985,112
"88",97,1985,NA
"89",98,1985,342
"90",99,1985,NA
"91",100,1985,NA
