"","Age","Year","Value"
"1",10,1981,52674
"2",11,1981,100395
"3",12,1981,160867
"4",13,1981,241872
"5",14,1981,305628
"6",15,1981,405926
"7",16,1981,495244
"8",17,1981,539017
"9",18,1981,583236
"10",19,1981,563877
"11",20,1981,518720
"12",21,1981,537141
"13",22,1981,507769
"14",23,1981,478525
"15",24,1981,457936
"16",25,1981,463322
"17",26,1981,431798
"18",27,1981,385351
"19",28,1981,373378
"20",29,1981,366825
"21",30,1981,365122
"22",31,1981,346423
"23",32,1981,319560
"24",33,1981,318943
"25",34,1981,299276
"26",35,1981,295358
"27",36,1981,290356
"28",37,1981,262523
"29",38,1981,268909
"30",39,1981,271363
"31",40,1981,245829
"32",41,1981,262711
"33",42,1981,234375
"34",43,1981,197789
"35",44,1981,188725
"36",45,1981,210770
"37",46,1981,187174
"38",47,1981,165822
"39",48,1981,161717
"40",49,1981,161679
"41",50,1981,157456
"42",51,1981,146254
"43",52,1981,126464
"44",53,1981,116826
"45",54,1981,109308
"46",55,1981,96509
"47",56,1981,88487
"48",57,1981,72533
"49",58,1981,67528
"50",59,1981,66532
"51",60,1981,68054
"52",61,1981,44211
"53",62,1981,39548
"54",63,1981,33980
"55",64,1981,27914
"56",65,1981,33901
"57",66,1981,26043
"58",67,1981,20352
"59",68,1981,20328
"60",69,1981,16357
"61",70,1981,15014
"62",71,1981,7560
"63",72,1981,5813
"64",73,1981,4757
"65",74,1981,3321
"66",75,1981,6368
"67",76,1981,2293
"68",77,1981,1312
"69",78,1981,3248
"70",79,1981,1323
"71",80,1981,3442
"72",81,1981,1069
"73",82,1981,755
"74",83,1981,326
"75",84,1981,NA
"76",85,1981,323
"77",86,1981,322
"78",87,1981,NA
"79",88,1981,NA
"80",89,1981,322
"81",90,1981,377
"82",91,1981,NA
"83",92,1981,323
"84",93,1981,NA
"85",94,1981,NA
"86",95,1981,55
"87",96,1981,109
"88",97,1981,NA
"89",98,1981,336
"90",99,1981,NA
"91",100,1981,NA
