"","Age","Year","Value"
"1",10,1984,60297
"2",11,1984,91834
"3",12,1984,152890
"4",13,1984,216317
"5",14,1984,341981
"6",15,1984,431382
"7",16,1984,509340
"8",17,1984,551434
"9",18,1984,634906
"10",19,1984,597592
"11",20,1984,657802
"12",21,1984,608360
"13",22,1984,627866
"14",23,1984,559674
"15",24,1984,561638
"16",25,1984,518707
"17",26,1984,504229
"18",27,1984,484569
"19",28,1984,450834
"20",29,1984,476431
"21",30,1984,452973
"22",31,1984,420251
"23",32,1984,433491
"24",33,1984,396779
"25",34,1984,393005
"26",35,1984,385337
"27",36,1984,374979
"28",37,1984,332417
"29",38,1984,334065
"30",39,1984,319315
"31",40,1984,307005
"32",41,1984,269984
"33",42,1984,296050
"34",43,1984,238029
"35",44,1984,286153
"36",45,1984,237038
"37",46,1984,207477
"38",47,1984,208273
"39",48,1984,197767
"40",49,1984,181190
"41",50,1984,164367
"42",51,1984,135286
"43",52,1984,163222
"44",53,1984,121006
"45",54,1984,130381
"46",55,1984,149094
"47",56,1984,122555
"48",57,1984,102104
"49",58,1984,96822
"50",59,1984,73109
"51",60,1984,74113
"52",61,1984,51810
"53",62,1984,43900
"54",63,1984,43690
"55",64,1984,42662
"56",65,1984,37369
"57",66,1984,27997
"58",67,1984,20496
"59",68,1984,19641
"60",69,1984,20392
"61",70,1984,14575
"62",71,1984,8187
"63",72,1984,9084
"64",73,1984,6813
"65",74,1984,4123
"66",75,1984,4875
"67",76,1984,4427
"68",77,1984,3616
"69",78,1984,3501
"70",79,1984,1572
"71",80,1984,316
"72",81,1984,1551
"73",82,1984,1078
"74",83,1984,1408
"75",84,1984,1605
"76",85,1984,638
"77",86,1984,319
"78",87,1984,412
"79",88,1984,NA
"80",89,1984,NA
"81",90,1984,NA
"82",91,1984,NA
"83",92,1984,294
"84",93,1984,NA
"85",94,1984,NA
"86",95,1984,NA
"87",96,1984,NA
"88",97,1984,NA
"89",98,1984,NA
"90",99,1984,NA
"91",100,1984,NA
