"","Age","Year","Value"
"1",10,1995,113708
"2",11,1995,121543
"3",12,1995,202034
"4",13,1995,292798
"5",14,1995,386475
"6",15,1995,557505
"7",16,1995,616798
"8",17,1995,659795
"9",18,1995,731911
"10",19,1995,741601
"11",20,1995,803470
"12",21,1995,734473
"13",22,1995,752658
"14",23,1995,765813
"15",24,1995,761932
"16",25,1995,798656
"17",26,1995,734014
"18",27,1995,782651
"19",28,1995,732020
"20",29,1995,765151
"21",30,1995,813617
"22",31,1995,744389
"23",32,1995,809259
"24",33,1995,736762
"25",34,1995,658194
"26",35,1995,727820
"27",36,1995,701445
"28",37,1995,715273
"29",38,1995,691931
"30",39,1995,667843
"31",40,1995,670072
"32",41,1995,575121
"33",42,1995,560604
"34",43,1995,561398
"35",44,1995,505424
"36",45,1995,497765
"37",46,1995,436361
"38",47,1995,426685
"39",48,1995,393441
"40",49,1995,332461
"41",50,1995,363708
"42",51,1995,287267
"43",52,1995,276836
"44",53,1995,267823
"45",54,1995,239916
"46",55,1995,283532
"47",56,1995,187602
"48",57,1995,184909
"49",58,1995,147081
"50",59,1995,146768
"51",60,1995,145648
"52",61,1995,86137
"53",62,1995,94164
"54",63,1995,92510
"55",64,1995,77845
"56",65,1995,83757
"57",66,1995,59767
"58",67,1995,46754
"59",68,1995,34742
"60",69,1995,42291
"61",70,1995,39330
"62",71,1995,25535
"63",72,1995,27630
"64",73,1995,21330
"65",74,1995,13190
"66",75,1995,10367
"67",76,1995,11031
"68",77,1995,9353
"69",78,1995,6057
"70",79,1995,8011
"71",80,1995,8028
"72",81,1995,2915
"73",82,1995,2842
"74",83,1995,NA
"75",84,1995,2255
"76",85,1995,1911
"77",86,1995,380
"78",87,1995,1368
"79",88,1995,581
"80",89,1995,203
"81",90,1995,1401
"82",91,1995,NA
"83",92,1995,NA
"84",93,1995,NA
"85",94,1995,572
"86",95,1995,NA
"87",96,1995,NA
"88",97,1995,NA
"89",98,1995,NA
"90",99,1995,NA
"91",100,1995,NA
