"","Age","Year","Value"
"1",10,1981,1384376
"2",11,1981,1420276
"3",12,1981,1443022
"4",13,1981,1434829
"5",14,1981,1395679
"6",15,1981,1446762
"7",16,1981,1392841
"8",17,1981,1348996
"9",18,1981,1361998
"10",19,1981,1237785
"11",20,1981,1127450
"12",21,1981,1177342
"13",22,1981,1112701
"14",23,1981,1090967
"15",24,1981,1049356
"16",25,1981,1055630
"17",26,1981,1023141
"18",27,1981,969294
"19",28,1981,911754
"20",29,1981,899929
"21",30,1981,893244
"22",31,1981,858799
"23",32,1981,769731
"24",33,1981,769343
"25",34,1981,720589
"26",35,1981,728397
"27",36,1981,714957
"28",37,1981,654414
"29",38,1981,636960
"30",39,1981,674540
"31",40,1981,616662
"32",41,1981,631074
"33",42,1981,591353
"34",43,1981,547613
"35",44,1981,557755
"36",45,1981,564590
"37",46,1981,507744
"38",47,1981,464825
"39",48,1981,475461
"40",49,1981,504386
"41",50,1981,489255
"42",51,1981,463656
"43",52,1981,435180
"44",53,1981,420101
"45",54,1981,419505
"46",55,1981,392157
"47",56,1981,372267
"48",57,1981,337969
"49",58,1981,314537
"50",59,1981,300485
"51",60,1981,324511
"52",61,1981,276490
"53",62,1981,250134
"54",63,1981,254192
"55",64,1981,230954
"56",65,1981,250379
"57",66,1981,244632
"58",67,1981,220080
"59",68,1981,208601
"60",69,1981,187048
"61",70,1981,196343
"62",71,1981,161052
"63",72,1981,131484
"64",73,1981,131152
"65",74,1981,108676
"66",75,1981,132499
"67",76,1981,108414
"68",77,1981,89292
"69",78,1981,84060
"70",79,1981,72357
"71",80,1981,91310
"72",81,1981,62333
"73",82,1981,31944
"74",83,1981,27766
"75",84,1981,25978
"76",85,1981,27590
"77",86,1981,22207
"78",87,1981,16104
"79",88,1981,13641
"80",89,1981,9248
"81",90,1981,14671
"82",91,1981,8685
"83",92,1981,8355
"84",93,1981,5931
"85",94,1981,4767
"86",95,1981,4897
"87",96,1981,3976
"88",97,1981,3465
"89",98,1981,9038
"90",99,1981,1381
"91",100,1981,1398
