"","Age","Year","Value"
"1",10,1992,104155
"2",11,1992,147147
"3",12,1992,212410
"4",13,1992,294633
"5",14,1992,399350
"6",15,1992,533222
"7",16,1992,600611
"8",17,1992,676908
"9",18,1992,723872
"10",19,1992,759287
"11",20,1992,770458
"12",21,1992,720648
"13",22,1992,748385
"14",23,1992,739589
"15",24,1992,758766
"16",25,1992,688024
"17",26,1992,720537
"18",27,1992,720216
"19",28,1992,738323
"20",29,1992,704406
"21",30,1992,731872
"22",31,1992,650224
"23",32,1992,730754
"24",33,1992,636672
"25",34,1992,631012
"26",35,1992,627470
"27",36,1992,607368
"28",37,1992,592604
"29",38,1992,573831
"30",39,1992,577424
"31",40,1992,575134
"32",41,1992,507810
"33",42,1992,515242
"34",43,1992,445623
"35",44,1992,412988
"36",45,1992,415371
"37",46,1992,336818
"38",47,1992,322406
"39",48,1992,316702
"40",49,1992,301220
"41",50,1992,302823
"42",51,1992,222299
"43",52,1992,244577
"44",53,1992,216266
"45",54,1992,199278
"46",55,1992,191032
"47",56,1992,186873
"48",57,1992,168132
"49",58,1992,134659
"50",59,1992,127211
"51",60,1992,155385
"52",61,1992,93018
"53",62,1992,109416
"54",63,1992,76859
"55",64,1992,74701
"56",65,1992,66676
"57",66,1992,58455
"58",67,1992,51508
"59",68,1992,45277
"60",69,1992,35233
"61",70,1992,27106
"62",71,1992,26209
"63",72,1992,21307
"64",73,1992,15084
"65",74,1992,18186
"66",75,1992,13748
"67",76,1992,10462
"68",77,1992,13406
"69",78,1992,11175
"70",79,1992,4518
"71",80,1992,4913
"72",81,1992,2752
"73",82,1992,4946
"74",83,1992,1022
"75",84,1992,2265
"76",85,1992,565
"77",86,1992,1863
"78",87,1992,929
"79",88,1992,1151
"80",89,1992,437
"81",90,1992,1012
"82",91,1992,1064
"83",92,1992,NA
"84",93,1992,NA
"85",94,1992,NA
"86",95,1992,NA
"87",96,1992,NA
"88",97,1992,NA
"89",98,1992,NA
"90",99,1992,NA
"91",100,1992,NA
